Partie	NOM	partie
cela	PRO:DEM	cela
c'	PRO:DEM	ce
était	VER:impf	être
pour	PRP	pour
elle	PRO:PER	elle
.	SENT	.
<EOS>	<EOS>	<EOS>
Tous	PRO:IND	tout
les	DET:ART	le
jours	NOM	jour
,	PUN	,
elle	PRO:PER	elle
pourrait	VER:cond	pouvoir
venir	VER:infi	venir
ainsi	ADV	ainsi
,	PUN	,
connue	VER:pper	connaître
à	PRP	à
son	DET:POS	son
tour	NOM	tour
,	PUN	,
saluée	VER:pper	saluer
,	PUN	,
enviée	VER:pper	envier
;	PUN	;
et	KON	et
des	PRP:det	du
hommes	NOM	homme
,	PUN	,
en	PRP	en
la	DET:ART	le
montrant	VER:ppre	montrer
,	PUN	,
diraient	VER:cond	dire
peut-être	ADV	peut-être
qu'	KON	que
elle	PRO:PER	elle
était	VER:impf	être
belle	ADJ	beau
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
cherchait	VER:impf	chercher
ceux	PRO:DEM	celui
et	KON	et
celles	PRO:DEM	celui
qui	PRO:REL	qui
lui	PRO:PER	lui
paraissaient	VER:impf	paraître
les	DET:ART	le
plus	ADV	plus
élégants	ADJ	élégant
,	PUN	,
et	KON	et
demandait	VER:impf	demander
toujours	ADV	toujours
leurs	DET:POS	leur
noms	NOM	nom
,	PUN	,
sans	PRP	sans
s'	PRO:PER	se
occuper	VER:infi	occuper
d'	PRP	de
autre	ADJ	autre
chose	NOM	chose
que	KON	que
de	PRP	de
ces	PRO:DEM	ce
syllabes	NOM	syllabe
assemblées	VER:pper	assembler
qui	PRO:REL	qui
,	PUN	,
parfois	ADV	parfois
,	PUN	,
éveillaient	VER:impf	éveiller
en	PRP	en
elle	PRO:PER	elle
un	DET:ART	un
écho	NOM	écho
de	PRP	de
respect	NOM	respect
et	KON	et
d'	PRP	de
admiration	NOM	admiration
,	PUN	,
quand	KON	quand
elle	PRO:PER	elle
les	PRO:PER	la|le
avait	VER:impf	avoir
lues	VER:pper	lire
souvent	ADV	souvent
dans	PRP	dans
les	DET:ART	le
journaux	NOM	journal|journau
ou	KON	ou
dans	PRP	dans
l'	DET:ART	le
histoire	NOM	histoire
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
ne	ADV	ne
s'	PRO:PER	se
accoutumait	VER:impf	accoutumer
pas	ADV	pas
à	PRP	à
ce	PRO:DEM	ce
défilé	NOM	défilé
de	PRP	de
célébrités	NOM	célébrité
,	PUN	,
et	KON	et
ne	ADV	ne
pouvait	VER:impf	pouvoir
même	ADV	même
croire	VER:infi	croire
tout	ADV	tout
à	PRP	à
fait	NOM	fait
qu'	PRO:REL	que
elles	PRO:PER	elle
fussent	VER:subi	être
vraies	ADJ	vrai
,	PUN	,
comme	KON	comme
si	KON	si
elle	PRO:PER	elle
eût	VER:subi	avoir
assisté	VER:pper	assister
à	PRP	à
quelque	PRO:IND	quelque
représentation	NOM	représentation
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
fiacres	NOM	fiacre
lui	PRO:PER	lui
inspiraient	VER:impf	inspirer
un	DET:ART	un
mépris	NOM	mépris
mêlé	VER:pper	mêler
de	PRP	de
dégoût	NOM	dégoût
,	PUN	,
la	PRO:PER	la
gênaient	VER:impf	gêner
et	KON	et
l'	PRO:PER	la|le
irritaient	VER:impf	irriter
,	PUN	,
et	KON	et
elle	PRO:PER	elle
dit	VER:pres	dire
soudain	ADV	soudain
:	PUN	:
«	PUN:cit	«
Je	PRO:PER	je
trouve	VER:pres	trouver
qu'	KON	que
on	PRO:PER	on
ne	ADV	ne
devrait	VER:cond	devoir
laisser	VER:infi	laisser
venir	VER:infi	venir
ici	ADV	ici
que	KON	que
les	DET:ART	le
voitures	NOM	voiture
de	PRP	de
maître	NOM	maître
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Bertin	NAM	bertin
répondit	VER:simp	répondre
:	PUN	:
«	PUN:cit	«
Eh	NOM	eh
bien	ADJ	bien
!	SENT	!
<EOS>	<EOS>	<EOS>
mademoiselle	NOM	mademoiselle
,	PUN	,
que	PRO:REL	que
fait	VER:pres	faire
-on	PRO:PER	on
de	PRP	de
l'	DET:ART	le
égalité	NOM	égalité
,	PUN	,
de	PRP	de
la	DET:ART	le
liberté	NOM	liberté
et	KON	et
de	PRP	de
la	DET:ART	le
fraternité	NOM	fraternité
?	SENT	?
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Elle	NAM	elle
eut	VER:simp	avoir
une	DET:ART	un
moue	NOM	moue
qui	PRO:REL	qui
signifiait	VER:impf	signifier
«	PUN:cit	«
à	PRP	à
d'	DET:ART	de
autres	ADJ	autre
»	PUN:cit	»
et	KON	et
reprit	VER:simp	reprendre
:	PUN	:
«	PUN:cit	«
Il	NOM	il
y	PRO:PER	y
aurait	VER:cond	avoir
un	DET:ART	un
bois	NOM	bois
pour	PRP	pour
les	DET:ART	le
fiacres	NOM	fiacre
,	PUN	,
celui	PRO:DEM	celui
de	PRP	de
Vincennes	NAM	vincennes
,	PUN	,
par	PRP	par
exemple	NOM	exemple
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Tu	PRO:PER	tu
retardes	VER:pres	retarder
,	PUN	,
petite	ADJ	petit
,	PUN	,
et	KON	et
tu	PRO:PER	tu
ne	ADV	ne
sais	VER:pres	savoir
pas	ADV	pas
encore	ADV	encore
que	KON	que
nous	PRO:PER	nous
nageons	VER:pres	nager
en	PRP	en
pleine	ADJ	plein
démocratie	NOM	démocratie
.	SENT	.
<EOS>	<EOS>	<EOS>
D'	PRP	de
ailleurs	ADV	ailleurs
,	PUN	,
si	KON	si
tu	PRO:PER	tu
veux	VER:pres	vouloir
voir	VER:infi	voir
le	DET:ART	le
bois	NOM	bois
pur	ADJ	pur
de	PRP	de
tout	PRO:IND	tout
mélange	NOM	mélange
,	PUN	,
viens	VER:pres	venir
le	DET:ART	le
matin	NOM	matin
,	PUN	,
tu	PRO:PER	tu
n'	ADV	ne
y	PRO:PER	y
trouveras	VER:futu	trouver
que	KON	que
la	DET:ART	le
fleur	NOM	fleur
,	PUN	,
la	DET:ART	le
fine	ADJ	fin
fleur	NOM	fleur
de	PRP	de
la	DET:ART	le
société	NOM	société
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Et	NOM	et
il	PRO:PER	il
fit	VER:simp	faire
un	DET:ART	un
tableau	NOM	tableau
,	PUN	,
un	NUM	un
de	PRP	de
ceux	PRO:DEM	celui
qu'	PRO:REL	que
il	PRO:PER	il
peignait	VER:impf	peigner|peindre
si	ADV	si
bien	ADV	bien
,	PUN	,
du	PRP:det	du
bois	NOM	bois
matinal	ADJ	matinal
avec	PRP	avec
ses	DET:POS	son
cavaliers	NOM	cavalier
et	KON	et
ses	DET:POS	son
amazones	NOM	amazone
,	PUN	,
de	PRP	de
ce	PRO:DEM	ce
club	NOM	club
des	PRP:det	du
plus	ADV	plus
choisis	VER:pper	choisir
où	PRO:REL	où
tout	PRO:IND	tout
le	DET:ART	le
monde	NOM	monde
se	PRO:PER	se
connaît	VER:pres	connaître
par	PRP	par
ses	DET:POS	son
noms	NOM	nom
,	PUN	,
petits	ADJ	petit
noms	NOM	nom
,	PUN	,
parentés	NOM	parenté
,	PUN	,
titres	NOM	titre
,	PUN	,
qualités	NOM	qualité
et	KON	et
vices	NOM	vice
,	PUN	,
comme	KON	comme
si	KON	si
tous	PRO:IND	tout
vivaient	VER:impf	vivre
dans	PRP	dans
le	DET:ART	le
même	ADJ	même
quartier	NOM	quartier
ou	KON	ou
dans	PRP	dans
la	DET:ART	le
même	ADV	même
petite	ADJ	petit
ville	NOM	ville
.	SENT	.
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
Y	NAM	y
venez	VER:pres	venir
-vous	PRO:PER	vous
souvent	ADV	souvent
?	SENT	?
<EOS>	<EOS>	<EOS>
dit-elle	NOM	dit-elle
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Très	ADV	très
souvent	ADV	souvent
;	PUN	;
c'	PRO:DEM	ce
est	VER:pres	être
vraiment	ADV	vraiment
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
de	PRP	de
plus	ADV	plus
charmant	ADJ	charmant
à	PRP	à
Paris	NAM	paris
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Vous	PRO:PER	vous
montez	VER:pres	monter
à	PRP	à
cheval	NOM	cheval
,	PUN	,
le	DET:ART	le
matin	NOM	matin
!	SENT	!
<EOS>	<EOS>	<EOS>
--	PUN	--
Mais	KON	mais
oui	INT	oui
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Et	KON	et
puis	ADV	puis
,	PUN	,
l'	DET:ART	le
après-midi	NOM	après-midi
,	PUN	,
vous	PRO:PER	vous
faites	VER:pres	faire
des	PRP:det	du
visites	NOM	visite
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
Oui	INT	oui
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Alors	ADV	alors
,	PUN	,
quand	KON	quand
est	VER:pres	être
-ce	PRO:DEM	ce
que	PRO:REL	que
vous	PRO:PER	vous
travaillez	VER:pres	travailler
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
Mais	KON	mais
je	PRO:PER	je
travaille	VER:pres	travailler
...	PUN	...
quelquefois	ADV	quelquefois
,	PUN	,
et	KON	et
puis	ADV	puis
j'	PRO:PER	je
ai	VER:pres	avoir
choisi	VER:pper	choisir
une	DET:ART	un
spécialité	NOM	spécialité
suivant	VER:ppre	suivre
mes	DET:POS	mon
goûts	NOM	goût
!	SENT	!
<EOS>	<EOS>	<EOS>
Comme	KON	comme
je	PRO:PER	je
suis	VER:pres	suivre|être
peintre	NOM	peintre
de	PRP	de
belles	ADJ	beau
dames	NOM	dame
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
bien	ADV	bien
que	KON	que
je	PRO:PER	je
les	DET:ART	le
voie	NOM	voie
et	KON	et
que	KON	que
je	PRO:PER	je
les	PRO:PER	la|le
suive	VER:subp	suivre
un	DET:ART	un
peu	ADV	peu
partout	ADV	partout
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Elle	NAM	elle
murmura	VER:simp	murmurer
,	PUN	,
toujours	ADV	toujours
sans	PRP	sans
rire	VER:infi	rire
:	PUN	:
«	PUN:cit	«
À	PRP	à
pied	NOM	pied
et	KON	et
à	PRP	à
cheval	NOM	cheval
?	SENT	?
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Il	NAM	il
jeta	VER:simp	jeter
vers	PRP	vers
elle	PRO:PER	elle
un	DET:ART	un
regard	NOM	regard
oblique	ADJ	oblique
et	KON	et
satisfait	VER:pper	satisfaire
,	PUN	,
qui	PRO:REL	qui
semblait	VER:impf	sembler
dire	VER:infi	dire
:	PUN	:
Tiens	VER:pres	tenir
,	PUN	,
tiens	INT	tiens
,	PUN	,
déjà	ADV	déjà
de	PRP	de
l'	DET:ART	le
esprit	NOM	esprit
,	PUN	,
tu	PRO:PER	tu
seras	VER:futu	être
très	ADV	très
bien	ADV	bien
,	PUN	,
toi	PRO:PER	toi
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
souffle	NOM	souffle
d'	PRP	de
air	NOM	air
froid	ADJ	froid
passa	VER:simp	passer
,	PUN	,
venu	VER:pper	venir
de	PRP	de
très	ADV	très
loin	ADV	loin
,	PUN	,
de	PRP	de
la	DET:ART	le
grande	ADJ	grand
campagne	NOM	campagne
à	PRP	à
peine	NOM	peine
éveillée	VER:pper	éveiller
encore	ADV	encore
;	PUN	;
et	KON	et
le	DET:ART	le
bois	NOM	bois
entier	ADJ	entier
frémit	VER:pres	frémir
,	PUN	,
ce	PRO:DEM	ce
bois	NOM	bois
coquet	ADJ	coquet
,	PUN	,
frileux	ADJ	frileux
et	KON	et
mondain	ADJ	mondain
.	SENT	.
<EOS>	<EOS>	<EOS>
Pendant	PRP	pendant
quelques	PRO:IND	quelque
secondes	NOM	second|seconde
ce	PRO:DEM	ce
frisson	NOM	frisson
fit	VER:simp	faire
trembler	VER:infi	trembler
les	DET:ART	le
maigres	ADJ	maigre
feuilles	NOM	feuille
sur	PRP	sur
les	DET:ART	le
arbres	NOM	arbre
et	KON	et
les	DET:ART	le
étoffes	NOM	étoffe
sur	PRP	sur
les	DET:ART	le
épaules	NOM	épaule
.	SENT	.
<EOS>	<EOS>	<EOS>
Toutes	PRO:IND	tout
les	DET:ART	le
femmes	NOM	femme
,	PUN	,
d'	PRP	de
un	DET:ART	un
mouvement	NOM	mouvement
presque	ADV	presque
pareil	ADJ	pareil
,	PUN	,
ramenèrent	VER:simp	ramener
sur	PRP	sur
leurs	DET:POS	leur
bras	NOM	bras
et	KON	et
sur	PRP	sur
leur	DET:POS	leur
gorge	NOM	gorge
le	DET:ART	le
vêtement	NOM	vêtement
tombé	VER:pper	tomber
derrière	PRP	derrière
elles	PRO:PER	elle
,	PUN	,
et	KON	et
les	DET:ART	le
chevaux	NOM	cheval
se	PRO:PER	se
mirent	VER:simp	mettre
à	PRP	à
trotter	VER:infi	trotter
d'	PRP	de
un	DET:ART	un
bout	NOM	bout
à	PRP	à
l'	DET:ART	le
autre	ADJ	autre
de	PRP	de
l'	DET:ART	le
allée	NOM	allée
,	PUN	,
comme	KON	comme
si	KON	si
la	DET:ART	le
brise	NOM	brise
aigre	ADJ	aigre
,	PUN	,
qui	PRO:REL	qui
accourait	VER:impf	accourir
,	PUN	,
les	PRO:PER	la|le
eût	VER:subi	avoir
fouettés	VER:pper	fouetter
en	PRP	en
les	DET:ART	le
touchant	ADJ	touchant
.	SENT	.
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
rentra	VER:simp	rentrer
vite	ADV	vite
au	PRP:det	au
milieu	NOM	milieu
d'	PRP	de
un	DET:ART	un
bruit	NOM	bruit
argentin	ADJ	argentin
de	PRP	de
gourmettes	NOM	gourmette
secouées	VER:pper	secouer
,	PUN	,
sous	PRP	sous
une	DET:ART	un
ondée	NOM	ondée
oblique	ADJ	oblique
et	KON	et
rouge	ADJ	rouge
du	PRP:det	du
soleil	NOM	soleil
couchant	ADJ	couchant
.	SENT	.
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
Est	NOM	est
-ce	PRO:DEM	ce
que	PRO:REL	que
vous	PRO:PER	vous
retournez	VER:pres	retourner
chez	PRP	chez
vous	PRO:PER	vous
?	SENT	?
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
dit	VER:pres	dire
la	DET:ART	le
comtesse	NOM	comte
au	PRP:det	au
peintre	NOM	peintre
,	PUN	,
dont	PRO:REL	dont
elle	PRO:PER	elle
savait	VER:impf	savoir
toutes	PRO:IND	tout
les	DET:ART	le
habitudes	NOM	habitude
.	SENT	.
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
Non	NAM	non
,	PUN	,
je	PRO:PER	je
vais	VER:pres	aller
au	PRP:det	au
Cercle	NAM	cercle
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Alors	ADV	alors
,	PUN	,
nous	PRO:PER	nous
vous	PRO:PER	vous
déposons	VER:pres	déposer
en	PRP	en
passant	VER:ppre	passer
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
Ça	PRO:DEM	cela
me	PRO:PER	me
va	VER:pres	aller
,	PUN	,
merci	NOM	merci
bien	ADJ	bien
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Et	KON	et
quand	KON	quand
nous	PRO:PER	nous
invitez	VER:pres	inviter
-vous	PRO:PER	vous
à	PRP	à
déjeuner	VER:infi	déjeuner
avec	PRP	avec
la	DET:ART	le
duchesse	NOM	duchesse
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
Dites	VER:pper	dire
votre	DET:POS	votre
jour	NOM	jour
?	SENT	?
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Ce	ADJ	ce
peintre	NOM	peintre
attitré	VER:pper	attitrer
des	PRP:det	du
Parisiennes	NOM	parisien
,	PUN	,
que	KON	que
ses	DET:POS	son
admirateurs	NOM	admirateur
avaient	VER:impf	avoir
baptisé	VER:pper	baptiser
«	PUN:cit	«
un	DET:ART	un
Watteau	NAM	watteau
réaliste	ADJ	réaliste
»	PUN:cit	»
et	KON	et
que	KON	que
ses	DET:POS	son
détracteurs	NOM	détracteur
appelaient	VER:impf	appeler
«	PUN:cit	«
photographe	NOM	photographe
de	PRP	de
robes	NOM	robe
et	KON	et
manteaux	NOM	manteau
»	PUN:cit	»
,	PUN	,
recevait	VER:impf	recevoir
souvent	ADV	souvent
,	PUN	,
soit	KON	soit
à	PRP	à
déjeuner	NOM	déjeuner
,	PUN	,
soit	KON	soit
à	PRP	à
dîner	VER:infi	dîner
,	PUN	,
les	DET:ART	le
belles	ADJ	beau
personnes	NOM	personne
dont	PRO:REL	dont
il	PRO:PER	il
avait	VER:impf	avoir
reproduit	VER:pper	reproduire
les	DET:ART	le
traits	NOM	trait
,	PUN	,
et	KON	et
d'	PRP	de
autres	ADJ	autre
encore	ADV	encore
,	PUN	,
toutes	PRO:IND	tout
les	DET:ART	le
célèbres	ADJ	célèbre
,	PUN	,
toutes	PRO:IND	tout
les	DET:ART	le
connues	ADJ	connu
,	PUN	,
qu'	PRO:REL	que
amusaient	VER:impf	amuser
beaucoup	ADV	beaucoup
ces	PRO:DEM	ce
petites	ADJ	petit
fêtes	NOM	fête
dans	PRP	dans
un	DET:ART	un
hôtel	NOM	hôtel
de	PRP	de
garçon	NOM	garçon
.	SENT	.
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
Après-demain	NAM	après-demain
!	SENT	!
<EOS>	<EOS>	<EOS>
Ça	PRO:DEM	cela
vous	PRO:PER	vous
va-t-il	NOM	va-t-il
,	PUN	,
après-demain	ADV	après-demain
,	PUN	,
ma	DET:POS	mon
chère	ADJ	cher
duchesse	NOM	duchesse
?	SENT	?
<EOS>	<EOS>	<EOS>
demanda	VER:simp	demander
Mme	NOM	madame
de	PRP	de
Guilleroy	NAM	guilleroy
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Mais	KON	mais
oui	INT	oui
,	PUN	,
vous	PRO:PER	vous
êtes	VER:pres	être
charmante	ADJ	charmant
!	SENT	!
<EOS>	<EOS>	<EOS>
M	NOM	m
.	SENT	.
Bertin	NAM	bertin
ne	ADV	ne
pense	VER:pres	penser
jamais	ADV	jamais
à	PRP	à
moi	PRO:PER	moi
,	PUN	,
pour	PRP	pour
ces	PRO:DEM	ce
parties	NOM	partie
-là	ADV	là
.	SENT	.
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
voit	VER:pres	voir
bien	ADV	bien
que	KON	que
je	PRO:PER	je
ne	ADV	ne
suis	VER:pres	suivre|être
plus	ADV	plus
jeune	ADJ	jeune
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
La	DET:ART	le
comtesse	NOM	comte
,	PUN	,
habituée	VER:pper	habituer
à	PRP	à
considérer	VER:infi	considérer
la	DET:ART	le
maison	NOM	maison
de	PRP	de
l'	DET:ART	le
artiste	NOM	artiste
un	DET:ART	un
peu	ADV	peu
comme	ADV	comme
la	DET:ART	le
sienne	PRO:POS	sien
,	PUN	,
reprit	VER:simp	reprendre
:	PUN	:
«	PUN:cit	«
Rien	NAM	rien
que	PRO:REL	que
nous	PRO:PER	nous
quatre	NUM	quatre
,	PUN	,
les	DET:ART	le
quatre	NUM	quatre
du	PRP:det	du
landau	NOM	landau
,	PUN	,
la	DET:ART	le
duchesse	NOM	duchesse
,	PUN	,
Annette	NAM	annette
,	PUN	,
moi	NOM	moi
et	KON	et
vous	PRO:PER	vous
,	PUN	,
n'	ADV	ne
est	VER:pres	être
-ce	PRO:DEM	ce
pas	NOM	pas
,	PUN	,
grand	ADJ	grand
artiste	NOM	artiste
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
Rien	ADV	rien
que	KON	que
nous	PRO:PER	nous
,	PUN	,
dit-il	NOM	dit-il
en	PRP	en
descendant	NOM	descendant
,	PUN	,
et	KON	et
je	PRO:PER	je
vous	PRO:PER	vous
ferai	VER:futu	faire
faire	VER:infi	faire
des	PRP:det	du
écrevisses	NOM	écrevisse
à	PRP	à
l'	DET:ART	le
alsacienne	NOM	alsacien
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Oh	INT	oh
!	SENT	!
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
allez	VER:pres	aller
donner	VER:infi	donner
des	PRP:det	du
passions	NOM	passion
à	PRP	à
la	DET:ART	le
petite	ADJ	petit
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Il	NOM	il
saluait	VER:impf	saluer
,	PUN	,
debout	ADV	debout
à	PRP	à
la	DET:ART	le
portière	NOM	portier|portière
,	PUN	,
puis	ADV	puis
il	PRO:PER	il
entra	VER:simp	entrer
vivement	ADV	vivement
dans	PRP	dans
le	DET:ART	le
vestibule	NOM	vestibule
de	PRP	de
la	DET:ART	le
grande	ADJ	grand
porte	NOM	porte
du	PRP:det	du
Cercle	NAM	cercle
,	PUN	,
jeta	VER:simp	jeter
son	DET:POS	son
pardessus	NOM	pardessus
et	KON	et
sa	DET:POS	son
canne	NOM	canne
à	PRP	à
la	DET:ART	le
compagnie	NOM	compagnie
de	PRP	de
valets	NOM	valet
de	PRP	de
pied	NOM	pied
qui	PRO:REL	qui
s'	PRO:PER	se
étaient	VER:impf	être
levés	VER:pper	lever
comme	ADV	comme
des	PRP:det	du
soldats	NOM	soldat
au	PRP:det	au
passage	NOM	passage
d'	PRP	de
un	DET:ART	un
officier	NOM	officier
,	PUN	,
puis	ADV	puis
il	PRO:PER	il
monta	VER:simp	monter
le	DET:ART	le
large	ADJ	large
escalier	NOM	escalier
,	PUN	,
passa	VER:simp	passer
devant	PRP	devant
une	DET:ART	un
autre	ADJ	autre
brigade	NOM	brigade
de	PRP	de
domestiques	NOM	domestique
en	PRP	en
culottes	NOM	culotte
courtes	ADJ	court
,	PUN	,
poussa	VER:simp	pousser
une	DET:ART	un
porte	NOM	porte
et	KON	et
se	PRO:PER	se
sentit	VER:simp	sentir
soudain	ADV	soudain
alerte	NOM	alerte
comme	KON	comme
un	DET:ART	un
jeune	ADJ	jeune
homme	NOM	homme
en	PRP	en
entendant	NOM	entendant
,	PUN	,
au	PRP:det	au
bout	NOM	bout
du	PRP:det	du
couloir	NOM	couloir
,	PUN	,
un	DET:ART	un
bruit	NOM	bruit
continu	ADJ	continu
de	PRP	de
fleurets	NOM	fleuret
heurtés	VER:pper	heurter
,	PUN	,
d'	PRP	de
appels	NOM	appel
de	PRP	de
pied	NOM	pied
,	PUN	,
d'	PRP	de
exclamations	NOM	exclamation
lancées	VER:pper	lancer
par	PRP	par
des	PRP:det	du
voix	NOM	voix
fortes	ADJ	fort
:	PUN	:
«	PUN:cit	«
Touché	NAM	touché
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
À	PRP	à
moi	PRO:PER	moi
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Passé	VER:pper	passer
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
J'	PRO:PER	je
en	PRO:PER	en
ai	VER:pres	avoir
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Touché	VER:pper	toucher
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
À	PRP	à
vous	PRO:PER	vous
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Dans	VER:ppre	dans
la	DET:ART	le
salle	NOM	salle
d'	PRP	de
armes	NOM	arme
,	PUN	,
les	DET:ART	le
tireurs	NOM	tireur
,	PUN	,
vêtus	VER:pper	vêtir
de	PRP	de
toile	NOM	toile
grise	ADJ	gris
,	PUN	,
avec	PRP	avec
leur	DET:POS	leur
veste	NOM	veste
de	PRP	de
peau	NOM	peau
,	PUN	,
leurs	DET:POS	leur
pantalons	NOM	pantalon
serrés	VER:pper	serrer
aux	PRP:det	au
chevilles	NOM	cheville
,	PUN	,
une	DET:ART	un
sorte	NOM	sorte
de	PRP	de
tablier	NOM	tablier
tombant	VER:ppre	tomber
sur	PRP	sur
le	DET:ART	le
ventre	NOM	ventre
,	PUN	,
un	DET:ART	un
bras	NOM	bras
en	PRP	en
l'	DET:ART	le
air	NOM	air
,	PUN	,
la	DET:ART	le
main	NOM	main
repliée	ADJ	replié
,	PUN	,
et	KON	et
dans	PRP	dans
l'	DET:ART	le
autre	ADJ	autre
main	NOM	main
rendue	VER:pper	rendre
énorme	ADJ	énorme
par	PRP	par
le	DET:ART	le
gant	NOM	gant
,	PUN	,
le	DET:ART	le
mince	ADJ	mince
et	KON	et
souple	ADJ	souple
fleuret	NOM	fleuret
,	PUN	,
s'	PRO:PER	se
allongeaient	VER:impf	allonger
et	KON	et
se	PRO:PER	se
redressaient	VER:impf	redresser
avec	PRP	avec
une	DET:ART	un
brusque	ADJ	brusque
souplesse	NOM	souplesse
de	PRP	de
pantins	NOM	pantin
mécaniques	ADJ	mécanique
.	SENT	.
<EOS>	<EOS>	<EOS>
D'	PRP	de
autres	ADJ	autre
se	PRO:PER	se
reposaient	VER:impf	reposer
,	PUN	,
causaient	VER:impf	causer
,	PUN	,
encore	ADV	encore
essoufflés	VER:pper	essouffler
,	PUN	,
rouges	ADJ	rouge
,	PUN	,
en	PRP	en
sueur	NOM	sueur
,	PUN	,
un	DET:ART	un
mouchoir	NOM	mouchoir
à	PRP	à
la	DET:ART	le
main	NOM	main
pour	PRP	pour
éponger	VER:infi	éponger
leur	DET:POS	leur
front	NOM	front
et	KON	et
leur	DET:POS	leur
cou	NOM	cou
;	PUN	;
d'	PRP	de
autres	ADJ	autre
,	PUN	,
assis	VER:pper	asseoir
sur	PRP	sur
le	DET:ART	le
divan	NOM	divan
carré	ADJ	carré
qui	PRO:REL	qui
faisait	VER:impf	faire
le	DET:ART	le
tour	NOM	tour
de	PRP	de
la	DET:ART	le
grande	ADJ	grand
salle	NOM	salle
,	PUN	,
regardaient	VER:impf	regarder
les	DET:ART	le
assauts	NOM	assaut
.	SENT	.
<EOS>	<EOS>	<EOS>
Liverdy	NAM	liverdy
contre	PRP	contre
Landa	NAM	landa
,	PUN	,
et	KON	et
le	DET:ART	le
maître	NOM	maître
du	PRP:det	du
Cercle	NAM	cercle
,	PUN	,
Taillade	NAM	taillade
,	PUN	,
contre	PRP	contre
le	DET:ART	le
grand	ADJ	grand
Rocdiane	NAM	rocdiane
.	SENT	.
<EOS>	<EOS>	<EOS>
Bertin	NAM	bertin
,	PUN	,
souriant	ADJ	souriant
,	PUN	,
chez	PRP	chez
lui	PRO:PER	lui
,	PUN	,
serrait	VER:impf	serrer
les	DET:ART	le
mains	NOM	main
.	SENT	.
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
Je	PRO:PER	je
vous	PRO:PER	vous
retiens	VER:pres	retenir
,	PUN	,
lui	PRO:PER	lui
cria	VER:simp	crier
le	DET:ART	le
baron	NOM	baron
de	PRP	de
Baverie	NAM	baverie
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Je	PRO:PER	je
suis	VER:pres	suivre|être
à	PRP	à
vous	PRO:PER	vous
,	PUN	,
mon	DET:POS	mon
cher	ADJ	cher
.	SENT	.
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Et	NOM	et
il	PRO:PER	il
passa	VER:simp	passer
dans	PRP	dans
le	DET:ART	le
cabinet	NOM	cabinet
de	PRP	de
toilette	NOM	toilette
