Livre	NOM	livre
.	SENT	.
<EOS>	<EOS>	<EOS>
Chapitre	NOM	chapitre
V	NUM	v
--	PUN	--
La	DET:ART	le
petite	ADJ	petit
toute	PRO:IND	tout
seule	ADJ	seul
Comme	NOM	comme
l'	DET:ART	le
auberge	NOM	auberge
Thénardier	NAM	thénardier
était	VER:impf	être
dans	PRP	dans
cette	PRO:DEM	ce
partie	NOM	partie
du	PRP:det	du
village	NOM	village
qui	PRO:REL	qui
est	VER:pres	être
près	ADV	près
de	PRP	de
l'	DET:ART	le
église	NOM	église
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
à	PRP	à
la	DET:ART	le
source	NOM	source
du	PRP:det	du
bois	NOM	bois
du	PRP:det	du
côté	NOM	côté
de	PRP	de
Chelles	NAM	chelles
que	KON	que
Cosette	NAM	cosette
devait	VER:impf	devoir
aller	VER:infi	aller
puiser	VER:infi	puiser
de	PRP	de
l'	DET:ART	le
eau	NOM	eau
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
ne	ADV	ne
regarda	VER:simp	regarder
plus	ADV	plus
un	DET:ART	un
seul	ADJ	seul
étalage	NOM	étalage
de	PRP	de
marchand	NOM	marchand
.	SENT	.
<EOS>	<EOS>	<EOS>
Tant	ADV	tant
qu'	PRO:REL	que
elle	PRO:PER	elle
fut	VER:simp	être
dans	PRP	dans
la	DET:ART	le
ruelle	NOM	ruelle
du	PRP:det	du
Boulanger	NAM	boulanger
et	KON	et
dans	PRP	dans
les	DET:ART	le
environs	NOM	environ|environs
de	PRP	de
l'	DET:ART	le
église	NOM	église
,	PUN	,
les	DET:ART	le
boutiques	NOM	boutique
illuminées	ADJ	illuminé
éclairaient	VER:impf	éclairer
le	DET:ART	le
chemin	NOM	chemin
,	PUN	,
mais	KON	mais
bientôt	ADV	bientôt
la	DET:ART	le
dernière	ADJ	dernier
lueur	NOM	lueur
de	PRP	de
la	DET:ART	le
dernière	ADJ	dernier
baraque	NOM	baraque
disparut	VER:simp	disparaître
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
pauvre	ADJ	pauvre
enfant	NOM	enfant
se	PRO:PER	se
trouva	VER:simp	trouver
dans	PRP	dans
l'	DET:ART	le
obscurité	NOM	obscurité
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
s'	PRO:PER	se
y	PRO:PER	y
enfonça	VER:simp	enfoncer
.	SENT	.
<EOS>	<EOS>	<EOS>
Seulement	ADV	seulement
,	PUN	,
comme	KON	comme
une	DET:ART	un
certaine	ADJ	certain
émotion	NOM	émotion
la	PRO:PER	la
gagnait	VER:impf	gagner
,	PUN	,
tout	ADV	tout
en	PRP	en
marchant	VER:ppre	marcher
elle	PRO:PER	elle
agitait	VER:impf	agiter
le	DET:ART	le
plus	ADV	plus
qu'	KON	que
elle	PRO:PER	elle
pouvait	VER:impf	pouvoir
l'	DET:ART	le
anse	NOM	anse
du	PRP:det	du
seau	NOM	seau
.	SENT	.
<EOS>	<EOS>	<EOS>
Cela	PRO:DEM	cela
faisait	VER:impf	faire
un	DET:ART	un
bruit	NOM	bruit
qui	PRO:REL	qui
lui	PRO:PER	lui
tenait	VER:impf	tenir
compagnie	NOM	compagnie
.	SENT	.
<EOS>	<EOS>	<EOS>
Plus	ADV	plus
elle	PRO:PER	elle
cheminait	VER:impf	cheminer
,	PUN	,
plus	ADV	plus
les	DET:ART	le
ténèbres	NOM	ténèbre
devenaient	VER:impf	devenir
épaisses	ADJ	épais
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
plus	ADV	plus
personne	ADV	personne
dans	PRP	dans
les	DET:ART	le
rues	NOM	rue
.	SENT	.
<EOS>	<EOS>	<EOS>
Pourtant	ADV	pourtant
,	PUN	,
elle	PRO:PER	elle
rencontra	VER:simp	rencontrer
une	DET:ART	un
femme	NOM	femme
qui	PRO:REL	qui
se	PRO:PER	se
retourna	VER:simp	retourner
en	PRP	en
la	DET:ART	le
voyant	NOM	voyant
passer	VER:infi	passer
,	PUN	,
et	KON	et
qui	PRO:REL	qui
resta	VER:simp	rester
immobile	ADJ	immobile
,	PUN	,
marmottant	VER:ppre	marmotter
entre	PRP	entre
ses	DET:POS	son
lèvres	NOM	lèvre
:	PUN	:
«	PUN:cit	«
Mais	NAM	mais
où	PRO:REL	où
peut	VER:pres	pouvoir
donc	ADV	donc
aller	VER:infi	aller
cet	PRO:DEM	ce
enfant	NOM	enfant
?	SENT	?
<EOS>	<EOS>	<EOS>
Est	VER:pres	être
-ce	PRO:DEM	ce
que	KON	que
c'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
enfant-garou	NOM	enfant-garou
?	SENT	?
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Puis	VER:pres	puis
la	DET:ART	le
femme	NOM	femme
reconnut	VER:simp	reconnaître
Cosette	NOM	cosette
.	SENT	.
<EOS>	<EOS>	<EOS>
«	PUN:cit	«
Tiens	NAM	tiens
,	PUN	,
dit-elle	NOM	dit-elle
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
Alouette	NAM	alouette
!	SENT	!
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
Cosette	NAM	cosette
traversa	VER:simp	traverser
ainsi	ADV	ainsi
le	DET:ART	le
labyrinthe	NOM	labyrinthe
de	PRP	de
rues	NOM	rue
tortueuses	ADJ	tortueux
et	KON	et
désertes	ADJ	désert
qui	PRO:REL	qui
termine	VER:pres	terminer
du	PRP:det	du
côté	NOM	côté
de	PRP	de
Chelles	NAM	chelles
le	DET:ART	le
village	NOM	village
de	PRP	de
Montfermeil	NAM	montfermeil
.	SENT	.
<EOS>	<EOS>	<EOS>
Tant	ADV	tant
qu'	PRO:REL	que
elle	PRO:PER	elle
eut	VER:simp	avoir
des	PRP:det	du
maisons	NOM	maison
et	KON	et
même	ADV	même
seulement	ADV	seulement
des	PRP:det	du
murs	NOM	mur
des	PRP:det	du
deux	NUM	deux
côtés	NOM	côté
de	PRP	de
son	DET:POS	son
chemin	NOM	chemin
,	PUN	,
elle	PRO:PER	elle
alla	VER:simp	aller
assez	ADV	assez
hardiment	ADV	hardiment
.	SENT	.
<EOS>	<EOS>	<EOS>
De	PRP	de
temps	NOM	temps
en	PRP	en
temps	NOM	temps
,	PUN	,
elle	PRO:PER	elle
voyait	VER:impf	voir
le	DET:ART	le
rayonnement	NOM	rayonnement
d'	PRP	de
une	DET:ART	un
chandelle	NOM	chandelle
à	PRP	à
travers	NOM	travers
la	DET:ART	le
fente	NOM	fente
d'	PRP	de
un	DET:ART	un
volet	NOM	volet
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
de	PRP	de
la	DET:ART	le
lumière	NOM	lumière
et	KON	et
de	PRP	de
la	DET:ART	le
vie	NOM	vie
,	PUN	,
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
là	ADV	là
des	PRP:det	du
gens	NOM	gens
,	PUN	,
cela	PRO:DEM	cela
la	PRO:PER	la
rassurait	VER:impf	rassurer
.	SENT	.
<EOS>	<EOS>	<EOS>
Cependant	ADV	cependant
,	PUN	,
à	PRP	à
mesure	NOM	mesure
qu'	PRO:REL	que
elle	PRO:PER	elle
avançait	VER:impf	avancer
,	PUN	,
sa	DET:POS	son
marche	NOM	marche
se	PRO:PER	se
ralentissait	VER:impf	ralentir
comme	ADV	comme
machinalement	ADV	machinalement
.	SENT	.
<EOS>	<EOS>	<EOS>
Quand	KON	quand
elle	PRO:PER	elle
eut	VER:simp	avoir
passé	VER:pper	passer
l'	DET:ART	le
angle	NOM	angle
de	PRP	de
la	DET:ART	le
dernière	ADJ	dernier
maison	NOM	maison
,	PUN	,
Cosette	NAM	cosette
s'	PRO:PER	se
arrêta	VER:simp	arrêter
.	SENT	.
<EOS>	<EOS>	<EOS>
Aller	VER:infi	aller
au	PRP:det	au
delà	ADV	delà
de	PRP	de
la	DET:ART	le
dernière	ADJ	dernier
boutique	NOM	boutique
,	PUN	,
cela	PRO:DEM	cela
avait	VER:impf	avoir
été	VER:pper	être
difficile	ADJ	difficile
;	PUN	;
aller	VER:infi	aller
plus	ADV	plus
loin	ADV	loin
que	KON	que
la	DET:ART	le
dernière	ADJ	dernier
maison	NOM	maison
,	PUN	,
cela	PRO:DEM	cela
devenait	VER:impf	devenir
impossible	ADJ	impossible
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
posa	VER:simp	poser
le	DET:ART	le
seau	NOM	seau
à	PRP	à
terre	NOM	terre
,	PUN	,
plongea	VER:simp	plonger
sa	DET:POS	son
main	NOM	main
dans	PRP	dans
ses	DET:POS	son
cheveux	NOM	cheveu
et	KON	et
se	PRO:PER	se
mit	VER:simp	mettre
à	PRP	à
se	PRO:PER	se
gratter	VER:infi	gratter
lentement	ADV	lentement
la	DET:ART	le
tête	NOM	tête
,	PUN	,
geste	NOM	geste
propre	ADJ	propre
aux	PRP:det	au
enfants	NOM	enfant
terrifiés	VER:pper	terrifier
et	KON	et
indécis	ADJ	indécis
.	SENT	.
<EOS>	<EOS>	<EOS>
Ce	PRO:DEM	ce
n'	ADV	ne
était	VER:impf	être
plus	ADV	plus
Montfermeil	NAM	montfermeil
,	PUN	,
c'	PRO:DEM	ce
étaient	VER:impf	être
les	DET:ART	le
champs	NOM	champ
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
espace	NOM	espace
noir	ADJ	noir
et	KON	et
désert	ADJ	désert
était	VER:impf	être
devant	PRP	devant
elle	PRO:PER	elle
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
regarda	VER:simp	regarder
avec	PRP	avec
désespoir	NOM	désespoir
cette	PRO:DEM	ce
obscurité	NOM	obscurité
où	PRO:REL	où
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
plus	ADV	plus
personne	ADV	personne
,	PUN	,
où	PRO:REL	où
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
des	PRP:det	du
bêtes	NOM	bête
,	PUN	,
où	PRO:REL	où
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
peut-être	ADV	peut-être
des	PRP:det	du
revenants	NOM	revenant
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
regarda	VER:simp	regarder
bien	ADV	bien
,	PUN	,
et	KON	et
elle	PRO:PER	elle
entendit	VER:simp	entendre
les	DET:ART	le
bêtes	NOM	bête
qui	PRO:REL	qui
marchaient	VER:impf	marcher
dans	PRP	dans
l'	DET:ART	le
herbe	NOM	herbe
,	PUN	,
et	KON	et
elle	PRO:PER	elle
vit	VER:pres	vivre
distinctement	ADV	distinctement
les	DET:ART	le
revenants	NOM	revenant
qui	PRO:REL	qui
remuaient	VER:impf	remuer
dans	PRP	dans
les	DET:ART	le
arbres	NOM	arbre
.	SENT	.
<EOS>	<EOS>	<EOS>
Alors	ADV	alors
elle	PRO:PER	elle
ressaisit	VER:pres	ressaisir
le	DET:ART	le
seau	NOM	seau
,	PUN	,
la	DET:ART	le
peur	NOM	peur
lui	PRO:PER	lui
donna	VER:simp	donner
de	PRP	de
l'	DET:ART	le
audace	NOM	audace
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Bah	INT	bah
!	SENT	!
<EOS>	<EOS>	<EOS>
dit-elle	NOM	dit-elle
,	PUN	,
je	PRO:PER	je
lui	PRO:PER	lui
dirai	VER:futu	dire
qu'	KON	que
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
plus	ADV	plus
d'	PRP	de
eau	NOM	eau
!	SENT	!
<EOS>	<EOS>	<EOS>
Et	KON	et
elle	PRO:PER	elle
rentra	VER:simp	rentrer
résolument	ADV	résolument
dans	PRP	dans
Montfermeil	NAM	montfermeil
.	SENT	.
<EOS>	<EOS>	<EOS>
À	PRP	à
peine	NOM	peine
eut-elle	ADJ	eut-elle
fait	VER:pres	faire
cent	NUM	cent
pas	NOM	pas
qu'	PRO:REL	que
elle	PRO:PER	elle
s'	PRO:PER	se
arrêta	VER:simp	arrêter
encore	ADV	encore
,	PUN	,
et	KON	et
se	PRO:PER	se
remit	VER:simp	remettre
à	PRP	à
se	PRO:PER	se
gratter	VER:infi	gratter
la	DET:ART	le
tête	NOM	tête
.	SENT	.
<EOS>	<EOS>	<EOS>
Maintenant	ADV	maintenant
,	PUN	,
c'	PRO:DEM	ce
était	VER:impf	être
la	DET:ART	le
Thénardier	NAM	thénardier
qui	PRO:REL	qui
lui	PRO:PER	lui
apparaissait	VER:impf	apparaître
;	PUN	;
la	DET:ART	le
Thénardier	NAM	thénardier
hideuse	ADJ	hideux
avec	PRP	avec
sa	DET:POS	son
bouche	NOM	bouche
d'	PRP	de
hyène	NOM	hyène
et	KON	et
la	DET:ART	le
colère	NOM	colère
flamboyante	ADJ	flamboyant
dans	PRP	dans
les	DET:ART	le
yeux	NOM	œil
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
enfant	NOM	enfant
jeta	VER:simp	jeter
un	DET:ART	un
regard	NOM	regard
lamentable	ADJ	lamentable
en	PRP	en
avant	PRP	avant
et	KON	et
en	PRO:PER	en
arrière	VER:subp	arriérer
.	SENT	.
<EOS>	<EOS>	<EOS>
Que	KON	que
faire	VER:infi	faire
?	SENT	?
<EOS>	<EOS>	<EOS>
que	KON	que
devenir	VER:infi	devenir
?	SENT	?
<EOS>	<EOS>	<EOS>
où	ADV	où
aller	VER:infi	aller
?	SENT	?
<EOS>	<EOS>	<EOS>
Devant	PRP	devant
elle	PRO:PER	elle
le	DET:ART	le
spectre	NOM	spectre
de	PRP	de
la	DET:ART	le
Thénardier	NAM	thénardier
;	PUN	;
derrière	PRP	derrière
elle	PRO:PER	elle
tous	PRO:IND	tout
les	DET:ART	le
fantômes	NOM	fantôme
de	PRP	de
la	DET:ART	le
nuit	NOM	nuit
et	KON	et
des	PRP:det	du
bois	NOM	bois
.	SENT	.
<EOS>	<EOS>	<EOS>
Ce	PRO:DEM	ce
fut	VER:simp	être
devant	PRP	devant
la	DET:ART	le
Thénardier	NAM	thénardier
qu'	PRO:REL	que
elle	PRO:PER	elle
recula	VER:simp	reculer
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
reprit	VER:simp	reprendre
le	DET:ART	le
chemin	NOM	chemin
de	PRP	de
la	DET:ART	le
source	NOM	source
et	KON	et
se	PRO:PER	se
mit	VER:simp	mettre
à	PRP	à
courir	VER:infi	courir
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
sortit	VER:simp	sortir
du	PRP:det	du
village	NOM	village
en	PRP	en
courant	NOM	courant
,	PUN	,
elle	PRO:PER	elle
entra	VER:simp	entrer
dans	PRP	dans
le	DET:ART	le
bois	NOM	bois
en	PRP	en
courant	NOM	courant
,	PUN	,
ne	ADV	ne
regardant	VER:ppre	regarder
plus	ADV	plus
rien	ADV	rien
,	PUN	,
n'	ADV	ne
écoutant	VER:ppre	écouter
plus	ADV	plus
rien	ADV	rien
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
n'	ADV	ne
arrêta	VER:simp	arrêter
sa	DET:POS	son
course	NOM	course
que	KON	que
lorsque	KON	lorsque
la	DET:ART	le
respiration	NOM	respiration
lui	PRO:PER	lui
manqua	VER:simp	manquer
,	PUN	,
mais	KON	mais
elle	PRO:PER	elle
n'	ADV	ne
interrompit	VER:simp	interrompre
point	ADV	point
sa	DET:POS	son
marche	NOM	marche
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
allait	VER:impf	aller
devant	PRP	devant
elle	PRO:PER	elle
,	PUN	,
éperdue	VER:pper	éperdre
.	SENT	.
<EOS>	<EOS>	<EOS>
Tout	ADV	tout
en	PRP	en
courant	NOM	courant
,	PUN	,
elle	PRO:PER	elle
avait	VER:impf	avoir
envie	NOM	envie
de	PRP	de
pleurer	VER:infi	pleurer
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
frémissement	NOM	frémissement
nocturne	ADJ	nocturne
de	PRP	de
la	DET:ART	le
forêt	NOM	forêt
l'	PRO:PER	la|le
enveloppait	VER:impf	envelopper
tout	ADV	tout
entière	ADJ	entier
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
ne	ADV	ne
pensait	VER:impf	penser
plus	ADV	plus
,	PUN	,
elle	PRO:PER	elle
ne	ADV	ne
voyait	VER:impf	voir
plus	ADV	plus
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
immense	ADJ	immense
nuit	NOM	nuit
faisait	VER:impf	faire
face	NOM	face
à	PRP	à
ce	PRO:DEM	ce
petit	ADJ	petit
être	NOM	être
.	SENT	.
<EOS>	<EOS>	<EOS>
D'	PRP	de
un	DET:ART	un
côté	NOM	côté
,	PUN	,
toute	PRO:IND	tout
l'	DET:ART	le
ombre	NOM	ombre
;	PUN	;
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
un	DET:ART	un
atome	NOM	atome
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
que	KON	que
sept	NUM	sept
ou	KON	ou
huit	NUM	huit
minutes	NOM	minute
de	PRP	de
la	DET:ART	le
lisière	NOM	lisière
du	PRP:det	du
bois	NOM	bois
à	PRP	à
la	DET:ART	le
source	NOM	source
.	SENT	.
<EOS>	<EOS>	<EOS>
Cosette	NAM	cosette
connaissait	VER:impf	connaître
le	DET:ART	le
chemin	NOM	chemin
pour	PRP	pour
l'	DET:ART	le
avoir	NOM	avoir
fait	VER:pres	faire
bien	ADV	bien
souvent	ADV	souvent
le	DET:ART	le
jour	NOM	jour
.	SENT	.
<EOS>	<EOS>	<EOS>
Chose	NOM	chose
étrange	ADJ	étrange
,	PUN	,
elle	PRO:PER	elle
ne	ADV	ne
se	PRO:PER	se
perdit	VER:simp	perdre
pas	ADV	pas
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
reste	NOM	reste
d'	PRP	de
instinct	NOM	instinct
la	PRO:PER	la
conduisait	VER:impf	conduire
vaguement	ADV	vaguement
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
ne	ADV	ne
jetait	VER:impf	jeter
cependant	ADV	cependant
les	DET:ART	le
yeux	NOM	œil
ni	KON	ni
à	PRP	à
droite	NOM	droit|droite
ni	KON	ni
à	PRP	à
gauche	ADJ	gauche
,	PUN	,
de	PRP	de
crainte	NOM	crainte
de	PRP	de
voir	VER:infi	voir
des	PRP:det	du
choses	NOM	chose
dans	PRP	dans
les	DET:ART	le
branches	NOM	branche
et	KON	et
dans	PRP	dans
les	DET:ART	le
broussailles	NOM	broussaille
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
arriva	VER:simp	arriver
ainsi	ADV	ainsi
à	PRP	à
la	DET:ART	le
source	NOM	source
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
une	DET:ART	un
étroite	ADJ	étroit
cuve	NOM	cuve
naturelle	ADJ	naturel
creusée	VER:pper	creuser
par	PRP	par
l'	DET:ART	le
eau	NOM	eau
dans	PRP	dans
un	DET:ART	un
sol	NOM	sol
glaiseux	ADJ	glaiseux
,	PUN	,
profonde	ADJ	profond
d'	PRP	de
environ	ADV	environ
deux	NUM	deux
pieds	NOM	pied
,	PUN	,
entourée	VER:pper	entourer
de	PRP	de
mousses	NOM	mousse
et	KON	et
de	PRP	de
ces	PRO:DEM	ce
grandes	ADJ	grand
herbes	NOM	herbe
gaufrées	VER:pper	gaufrer
qu'	KON	que
on	PRO:PER	on
appelle	VER:pres	appeler
collerettes	NOM	collerette
de	PRP	de
Henri	NAM	henri
IV	NUM	iv
,	PUN	,
et	KON	et
pavée	VER:pper	paver
de	PRP	de
quelques	PRO:IND	quelque
grosses	ADJ	gros
pierres	NOM	pierre
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
ruisseau	NOM	ruisseau
s'	PRO:PER	se
en	PRO:PER	en
échappait	VER:impf	échapper
avec	PRP	avec
un	DET:ART	un
petit	ADJ	petit
bruit	VER:pres	bruir|bruire
tranquille	ADJ	tranquille
.	SENT	.
<EOS>	<EOS>	<EOS>
Cosette	NAM	cosette
ne	ADV	ne
prit	VER:simp	prendre
pas	ADV	pas
le	DET:ART	le
temps	NOM	temps
de	PRP	de
respirer	VER:infi	respirer
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
faisait	VER:impf	faire
très	ADV	très
noir	ADJ	noir
,	PUN	,
mais	KON	mais
elle	PRO:PER	elle
avait	VER:impf	avoir
l'	DET:ART	le
habitude	NOM	habitude
de	PRP	de
venir	VER:infi	venir
à	PRP	à
cette	PRO:DEM	ce
fontaine	NOM	fontaine
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
chercha	VER:simp	chercher
de	PRP	de
la	DET:ART	le
main	NOM	main
gauche	ADJ	gauche
dans	PRP	dans
l'	DET:ART	le
obscurité	NOM	obscurité
un	DET:ART	un
jeune	ADJ	jeune
chêne	NOM	chêne
incliné	VER:pper	incliner
sur	PRP	sur
la	DET:ART	le
source	NOM	source
qui	PRO:REL	qui
lui	PRO:PER	lui
servait	VER:impf	servir
ordinairement	ADV	ordinairement
de	PRP	de
point	NOM	point
d'	PRP	de
appui	NOM	appui
,	PUN	,
rencontra	VER:simp	rencontrer
une	DET:ART	un
branche	NOM	branche
,	PUN	,
s'	PRO:PER	se
y	PRO:PER	y
suspendit	VER:simp	suspendre
,	PUN	,
se	PRO:PER	se
pencha	VER:simp	pencher
et	KON	et
plongea	VER:simp	plonger
le	DET:ART	le
seau	NOM	seau
dans	PRP	dans
l'	DET:ART	le
eau	NOM	eau
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
était	VER:impf	être
dans	PRP	dans
un	DET:ART	un
moment	NOM	moment
si	ADV	si
violent	ADJ	violent
que	KON	que
ses	DET:POS	son
forces	NOM	force|forces
étaient	VER:impf	être
triplées	VER:pper	tripler
.	SENT	.
<EOS>	<EOS>	<EOS>
Pendant	PRP	pendant
qu'	PRO:REL	que
elle	PRO:PER	elle
était	VER:impf	être
ainsi	ADV	ainsi
penchée	VER:pper	pencher
,	PUN	,
elle	PRO:PER	elle
ne	ADV	ne
fit	VER:simp	faire
pas	ADV	pas
attention	NOM	attention
que	KON	que
la	DET:ART	le
poche	NOM	poche
de	PRP	de
son	DET:POS	son
tablier	NOM	tablier
se	PRO:PER	se
vidait	VER:impf	vider
dans	PRP	dans
la	DET:ART	le
source	NOM	source
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
pièce	NOM	pièce
de	PRP	de
quinze	NUM	quinze
sous	NOM	sou
tomba	VER:simp	tomber
dans	PRP	dans
l'	DET:ART	le
eau	NOM	eau
.	SENT	.
<EOS>	<EOS>	<EOS>
Cosette	NOM	cosette
ne	ADV	ne
la	PRO:PER	la
vit	VER:pres	vivre
ni	KON	ni
ne	ADV	ne
l'	PRO:PER	la|le
entendit	VER:simp	entendre
tomber	VER:infi	tomber
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
retira	VER:simp	retirer
le	DET:ART	le
seau	NOM	seau
presque	ADV	presque
plein	ADJ	plein
et	KON	et
le	PRO:PER	le
posa	VER:simp	poser
sur	PRP	sur
l'	DET:ART	le
herbe	NOM	herbe
.	SENT	.
<EOS>	<EOS>	<EOS>
Cela	PRO:DEM	cela
fait	NOM	fait
,	PUN	,
elle	PRO:PER	elle
s'	PRO:PER	se
aperçut	VER:simp	apercevoir
qu'	KON	que
elle	PRO:PER	elle
était	VER:impf	être
épuisée	VER:pper	épuiser
de	PRP	de
lassitude	NOM	lassitude
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
eût	VER:subi	avoir
bien	ADV	bien
voulu	VER:pper	vouloir
repartir	VER:infi	repartir
tout	ADV	tout
de	PRP	de
suite	NOM	suite
;	PUN	;
mais	KON	mais
l'	DET:ART	le
effort	NOM	effort
de	PRP	de
remplir	VER:infi	remplir
le	DET:ART	le
seau	NOM	seau
avait	VER:impf	avoir
été	VER:pper	être
tel	PRO:DEM	tel
qu'	PRO:REL	que
il	PRO:PER	il
lui	PRO:PER	lui
fut	VER:simp	être
impossible	ADJ	impossible
de	PRP	de
faire	VER:infi	faire
un	DET:ART	un
pas	NOM	pas
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
fut	VER:simp	être
bien	ADV	bien
forcée	VER:pper	forcer
de	PRP	de
s'	PRO:PER	se
asseoir	VER:infi	asseoir
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
se	PRO:PER	se
laissa	VER:simp	laisser
tomber	VER:infi	tomber
sur	PRP	sur
l'	DET:ART	le
herbe	NOM	herbe
et	KON	et
y	PRO:PER	y
demeura	VER:simp	demeurer
accroupie	VER:pper	accroupir
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
ferma	VER:simp	fermer
les	DET:ART	le
yeux	NOM	œil
,	PUN	,
puis	ADV	puis
elle	PRO:PER	elle
les	PRO:PER	la|le
rouvrit	VER:simp	rouvrir
,	PUN	,
sans	PRP	sans
savoir	VER:infi	savoir
pourquoi	ADV	pourquoi
,	PUN	,
mais	KON	mais
ne	ADV	ne
pouvant	VER:ppre	pouvoir
faire	VER:infi	faire
autrement	ADV	autrement
.	SENT	.
<EOS>	<EOS>	<EOS>
À	PRP	à
côté	NOM	côté
d'	PRP	de
elle	PRO:PER	elle
l'	DET:ART	le
eau	NOM	eau
agitée	VER:pper	agiter
dans	PRP	dans
le	DET:ART	le
seau	NOM	seau
faisait	VER:impf	faire
des	PRP:det	du
cercles	NOM	cercle
qui	PRO:REL	qui
ressemblaient	VER:impf	ressembler
à	PRP	à
des	PRP:det	du
serpents	NOM	serpent
de	PRP	de
feu	NOM	feu
blanc	ADJ	blanc
.	SENT	.
<EOS>	<EOS>	<EOS>
Au-dessus	ADV	au-dessus
de	PRP	de
sa	DET:POS	son
tête	NOM	tête
,	PUN	,
le	DET:ART	le
ciel	NOM	ciel
était	VER:impf	être
couvert	VER:pper	couvrir
de	PRP	de
vastes	ADJ	vaste
nuages	NOM	nuage
noirs	ADJ	noir
qui	PRO:REL	qui
étaient	VER:impf	être
comme	ADV	comme
des	PRP:det	du
pans	NOM	pan
de	PRP	de
fumée	NOM	fumée
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
tragique	ADJ	tragique
masque	NOM	masque
de	PRP	de
l'	DET:ART	le
ombre	NOM	ombre
semblait	VER:impf	sembler
se	PRO:PER	se
pencher	VER:infi	pencher
vaguement	ADV	vaguement
sur	PRP	sur
cet	PRO:DEM	ce
enfant	NOM	enfant
.	SENT	.
<EOS>	<EOS>	<EOS>
Jupiter	NAM	jupiter
se	PRO:PER	se
couchait	VER:impf	coucher
dans	PRP	dans
les	DET:ART	le
profondeurs	NOM	profondeur
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
enfant	NOM	enfant
regardait	VER:impf	regarder
d'	PRP	de
un	DET:ART	un
œil	NOM	œil
égaré	ADJ	égaré
cette	PRO:DEM	ce
grosse	ADJ	gros
étoile	NOM	étoile
qu'	KON	que
elle	PRO:PER	elle
ne	ADV	ne
connaissait	VER:impf	connaître
